gene_symbol,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DE
TMEM184C,0.012184341,-0.074215061,0.037,0.055,1,notDE
FXYD7,0.012197934,-0.066116042,0.024,0.039,1,notDE
MOB3C,0.012210793,-0.070151727,0.038,0.056,1,notDE
SP2,0.012218138,-0.080850154,0.101,0.13,1,notDE
EDEM1,0.012220359,-0.089147716,0.079,0.104,1,notDE
HIVEP2,0.012225008,0.105583072,0.262,0.231,1,notDE
CHD8,0.012226489,-0.103318272,0.164,0.196,1,notDE
ZKSCAN5,0.01222693,-0.051953888,0.023,0.039,1,notDE
ARPP19,0.01224438,-0.110880754,0.256,0.295,1,notDE
HAPLN3,0.0122458,-0.060753293,0.052,0.073,1,notDE
COG3,0.012248163,-0.106018509,0.072,0.096,1,notDE
CAPRIN1,0.012299908,-0.122549327,0.217,0.252,1,notDE
FGFRL1,0.012349883,-0.040382956,0.011,0.023,1,notDE
RPS27L,0.012368923,-0.135973193,0.49,0.525,1,notDE
AC026979.2,0.012383832,-0.102799369,0.032,0.049,1,notDE
RWDD2A,0.012392876,0.027795594,0.017,0.009,1,notDE
COPS2,0.012393201,-0.115331922,0.209,0.244,1,notDE
DDX18,0.012409255,-0.130127715,0.361,0.398,1,notDE
KHDC4,0.012443988,-0.097807435,0.085,0.111,1,notDE
IGFBP4,0.012446101,0.035287847,0.034,0.022,1,notDE
LATS2,0.012506409,-0.037449591,0.005,0.014,1,notDE
RAB3GAP1,0.012553043,-0.09925616,0.102,0.129,1,notDE
RIOK2,0.012563269,-0.064017107,0.055,0.076,1,notDE
ZNF768,0.012564135,-0.04262669,0.006,0.015,1,notDE
HACD4,0.01259539,0.094817033,0.111,0.089,1,notDE
ATF1,0.012599836,-0.091890652,0.128,0.159,1,notDE
ITPA,0.012647118,-0.115064942,0.184,0.217,1,notDE
FAM213A,0.012676799,0.023330753,0.011,0.005,1,notDE
AC025171.5,0.012687995,0.010687087,0.005,0.001,1,notDE
FAM49B,0.012730796,-0.113934356,0.303,0.348,1,notDE
TUBB2A,0.012732929,-0.152008813,0.058,0.078,1,notDE
AL392172.1,0.012736008,-0.048292823,0.027,0.043,1,notDE
CAMKK2,0.012749346,-0.047852558,0.029,0.045,1,notDE
PDLIM1,0.012767353,0.028881387,0.016,0.008,1,notDE
C12orf10,0.012790865,0.094873888,0.199,0.173,1,notDE
PIGP,0.012816575,0.085331973,0.109,0.087,1,notDE
BORCS7,0.012824781,-0.104599173,0.082,0.106,1,notDE
UBE2M,0.012841789,-0.068209027,0.038,0.057,1,notDE
NARF,0.012845949,-0.127837967,0.232,0.264,1,notDE
GCFC2,0.012848936,-0.072243591,0.043,0.062,1,notDE
ACP2,0.012857391,-0.074122548,0.058,0.08,1,notDE
PLGRKT,0.012864387,0.084083236,0.127,0.103,1,notDE
AC012615.1,0.012864456,-0.052355965,0.01,0.021,1,notDE
TDRD3,0.012904505,0.058905474,0.063,0.046,1,notDE
PTPN23,0.012905855,-0.088715486,0.058,0.08,1,notDE
FRYL,0.012918402,-0.084963102,0.164,0.199,1,notDE
PHF23,0.012935611,-0.105984399,0.096,0.122,1,notDE
THUMPD2,0.012952235,-0.057631942,0.026,0.042,1,notDE
TMCO4,0.012956436,0.055905614,0.037,0.025,1,notDE
PDCL3,0.012965788,-0.146493618,0.25,0.283,1,notDE
OTUD5,0.012982067,-0.113480267,0.085,0.11,1,notDE
RWDD1,0.013005019,0.057591406,0.483,0.443,1,notDE
CCNH,0.013016558,-0.163794917,0.173,0.204,1,notDE
GPATCH1,0.013028765,-0.060260831,0.029,0.045,1,notDE
EIF3C,0.013043956,-0.047469339,0.021,0.036,1,notDE
BRPF3,0.013085207,-0.054530922,0.015,0.028,1,notDE
ERCC1,0.013088145,-0.10829342,0.122,0.152,1,notDE
SUPT4H1,0.013110728,-0.130476134,0.402,0.435,1,notDE
NF1,0.013117835,0.101336337,0.122,0.099,1,notDE
AMIGO1,0.013130886,0.023174265,0.012,0.006,1,notDE
RPAP2,0.013135204,-0.094209688,0.104,0.131,1,notDE
CYB5B,0.013135392,0.08630482,0.245,0.214,1,notDE
ZFP2,0.013198995,0.01170897,0.004,0.001,1,notDE
LINC00544,0.013198995,0.012092915,0.004,0.001,1,notDE
MTPAP,0.013204117,-0.04355973,0.017,0.03,1,notDE
PHACTR2-AS1,0.013224536,0.010617859,0.004,0.001,1,notDE
BMF,0.013237035,-0.093620163,0.045,0.065,1,notDE
ADAM9,0.013256713,-0.036011401,0.005,0.014,1,notDE
EFCAB6,0.013282162,0.007097692,0.004,0.001,1,notDE
ZNF101,0.01330134,0.083895418,0.088,0.068,1,notDE
CHP1,0.013348621,-0.101026953,0.087,0.112,1,notDE
NARS,0.013364977,-0.082515199,0.186,0.221,1,notDE
SLC25A20,0.013368955,-0.083860334,0.073,0.097,1,notDE
GANC,0.013505194,0.051756781,0.049,0.034,1,notDE
FOXO4,0.013511087,-0.063537233,0.015,0.027,1,notDE
YIPF4,0.013546622,-0.117047003,0.194,0.228,1,notDE
MED21,0.013573295,-0.087944217,0.079,0.103,1,notDE
SSSCA1,0.013574374,-0.092260375,0.175,0.212,1,notDE
KRT81,0.013615166,-0.026913009,0,0.006,1,notDE
PROK2,0.013615166,-0.026808466,0,0.006,1,notDE
MYO5B,0.013615166,-0.027155921,0,0.006,1,notDE
STAT4,0.013624638,0.104563324,0.314,0.283,1,notDE
MITD1,0.013635397,-0.122468468,0.166,0.198,1,notDE
MRPS15,0.013644586,-0.086425868,0.276,0.319,1,notDE
AC078883.1,0.013651691,-0.055517074,0.014,0.026,1,notDE
NUDT19,0.013665575,-0.038881281,0.019,0.034,1,notDE
PIK3R6,0.013683066,-0.030592592,0.002,0.009,1,notDE
CBWD5,0.013699281,-0.060540244,0.023,0.038,1,notDE
MT-ND5,0.013705238,0.040674593,0.962,0.952,1,notDE
LTA,0.013708687,-0.187498736,0.039,0.057,1,notDE
SACM1L,0.013711194,-0.111886238,0.099,0.124,1,notDE
RTL8C,0.013736383,-0.081547862,0.122,0.152,1,notDE
ATP5MD,0.013737693,-0.088229721,0.632,0.667,1,notDE
DGKE,0.01374433,-0.074378981,0.071,0.094,1,notDE
SIKE1,0.013745913,-0.082187922,0.096,0.122,1,notDE
ADAM15,0.013767473,-0.065044968,0.029,0.045,1,notDE
MCRIP2,0.013775384,-0.077509957,0.058,0.079,1,notDE
AFMID,0.013790326,-0.027682539,0.004,0.012,1,notDE
ZNF32,0.013800452,0.080410252,0.14,0.115,1,notDE
CISD3,0.013806086,0.086927319,0.163,0.137,1,notDE
RRS1,0.013818713,-0.059996906,0.083,0.11,1,notDE
CYTH3,0.01381978,0.041121176,0.067,0.049,1,notDE
PSPC1,0.013820238,-0.115307977,0.173,0.206,1,notDE
TTYH3,0.013864554,-0.042207252,0.014,0.026,1,notDE
ELAVL1,0.013864635,-0.102503334,0.214,0.25,1,notDE
UHMK1,0.01387196,0.092059396,0.241,0.212,1,notDE
SPACA9,0.013927594,0.031384127,0.017,0.009,1,notDE
ZNF35,0.014009756,-0.031975517,0.003,0.011,1,notDE
CNBD2,0.014022397,-0.076691632,0.026,0.041,1,notDE
CEACAM21,0.014024887,-0.073482498,0.032,0.049,1,notDE
CRK,0.014030844,-0.089522813,0.063,0.085,1,notDE
MRPL21,0.014041792,-0.090146848,0.205,0.243,1,notDE
SYTL1,0.014099465,0.069707368,0.085,0.066,1,notDE
KPNA4,0.014115282,-0.117147311,0.122,0.15,1,notDE
TFDP1,0.014142731,-0.043429289,0.029,0.045,1,notDE
GNPTG,0.014155697,0.085833462,0.227,0.199,1,notDE
TRGV2,0.014187139,0.070095786,0.037,0.025,1,notDE
AL138724.1,0.01422015,-0.046115469,0.025,0.04,1,notDE
KIAA1468,0.014230836,-0.101636612,0.072,0.095,1,notDE
LMNA,0.014237382,-1.124866896,0.513,0.505,1,notDE
GLS,0.014241198,-0.087963386,0.156,0.19,1,notDE
SLC25A17,0.014243933,-0.078980539,0.055,0.075,1,notDE
UTP6,0.014250391,-0.086036825,0.124,0.154,1,notDE
SRP54,0.014343792,-0.124380821,0.217,0.252,1,notDE
EIF3B,0.014374786,-0.100695982,0.098,0.124,1,notDE
XRCC4,0.014378501,0.036062838,0.024,0.014,1,notDE
FAM241A,0.014396129,-0.042761697,0.018,0.031,1,notDE
ZNF510,0.014425146,-0.049415228,0.011,0.022,1,notDE
RIOX2,0.014426712,0.083736621,0.065,0.049,1,notDE
MRPL41,0.014482946,-0.139256153,0.468,0.496,1,notDE
EIF4EBP1,0.014492797,0.125061087,0.18,0.156,1,notDE
HTRA1,0.014517682,-0.024243444,0,0.006,1,notDE
KIF7,0.014517682,-0.019369449,0,0.006,1,notDE
RNF170,0.014560276,0.047526057,0.052,0.037,1,notDE
NUP133,0.014578522,0.068515828,0.099,0.079,1,notDE
HABP4,0.01458408,-0.071633905,0.027,0.042,1,notDE
FNTA,0.014607365,-0.09003316,0.204,0.241,1,notDE
PPP3CC,0.014640968,-0.154482992,0.295,0.329,1,notDE
FAM122C,0.014659843,-0.054338702,0.018,0.031,1,notDE
PPP4R3A,0.01472014,-0.106665041,0.176,0.208,1,notDE
STK24,0.014728208,-0.095813532,0.1,0.126,1,notDE
AIFM2,0.014773951,-0.045785748,0.022,0.037,1,notDE
LHFPL6,0.014812292,-0.030068676,0.001,0.007,1,notDE
EML3,0.014833852,-0.088044477,0.064,0.085,1,notDE
NPHP3,0.014844441,-0.056135038,0.018,0.031,1,notDE
HOXB4,0.014845496,-0.055965584,0.023,0.038,1,notDE
USE1,0.014879763,0.079482158,0.185,0.158,1,notDE
TCAF1,0.014884551,0.057106484,0.083,0.063,1,notDE
PCF11,0.014902054,-0.165644151,0.182,0.21,1,notDE
GPR55,0.01490422,-0.048458102,0.006,0.015,1,notDE
CSKMT,0.014931588,-0.097781509,0.03,0.046,1,notDE
HERC3,0.014950906,0.055706664,0.054,0.039,1,notDE
RPS5,0.014985294,0.01853543,0.992,0.979,1,notDE
IQCE,0.015004153,-0.058196696,0.016,0.028,1,notDE
ZNF836,0.015007076,-0.070358144,0.03,0.046,1,notDE
ZCCHC8,0.015011754,-0.088165127,0.11,0.139,1,notDE
KRI1,0.015018026,-0.092723106,0.107,0.134,1,notDE
TECR,0.015035763,0.077243491,0.499,0.469,1,notDE
TTC33,0.015036418,-0.091714502,0.083,0.108,1,notDE
EIF3D,0.015045711,-0.132358805,0.48,0.504,1,notDE
SLC36A1,0.015064558,-0.044281588,0.009,0.02,1,notDE
MAN2A2,0.015065018,-0.0683525,0.02,0.034,1,notDE
NLRP2,0.015106916,-0.040904902,0.009,0.02,1,notDE
RHOU,0.015109475,0.017297985,0.006,0.002,1,notDE
PSKH1,0.015122055,0.047971199,0.041,0.028,1,notDE
SPECC1,0.015134861,0.031259844,0.013,0.006,1,notDE
KLF12,0.015143559,0.100354983,0.129,0.105,1,notDE
HEATR3,0.015147429,0.049836848,0.041,0.028,1,notDE
NOL8,0.015170345,-0.038510964,0.109,0.138,1,notDE
TRGC1,0.015186818,-0.064333728,0.019,0.033,1,notDE
SPSB1,0.015195441,0.02327123,0.034,0.022,1,notDE
EXOSC5,0.015201774,-0.074017717,0.08,0.104,1,notDE
GGNBP2,0.015211065,-0.134939796,0.311,0.345,1,notDE
MMP25,0.015252981,0.010486258,0.006,0.002,1,notDE
ZBED4,0.015354365,-0.055709432,0.017,0.03,1,notDE
PITPNA,0.015385475,-0.068647098,0.047,0.066,1,notDE
NANOS3,0.015470109,-0.02735391,0.002,0.009,1,notDE
PVRIG,0.015519989,0.053260645,0.019,0.01,1,notDE
MTA2,0.015531068,-0.113566424,0.137,0.166,1,notDE
ZNF528,0.015535821,0.035025332,0.019,0.01,1,notDE
CLTA,0.015552179,-0.122941215,0.406,0.436,1,notDE
C11orf1,0.015599023,0.04720951,0.065,0.048,1,notDE
MCM4,0.015614967,-0.062817049,0.029,0.044,1,notDE
ZNF746,0.015641893,-0.076813058,0.034,0.051,1,notDE
FAM43A,0.015682887,-0.041141934,0.006,0.016,1,notDE
GALK2,0.015690772,-0.075695677,0.045,0.064,1,notDE
LIPC,0.015712208,-0.02377482,0.001,0.007,1,notDE
PRPF4B,0.015865972,-0.115040028,0.232,0.27,1,notDE
WWTR1,0.015876913,-0.02392056,0.001,0.007,1,notDE
Mar 07,0.015879778,-0.128753628,0.187,0.218,1,notDE
C8orf59,0.015955683,0.103485408,0.375,0.345,1,notDE
MTREX,0.015964034,-0.075838993,0.089,0.114,1,notDE
ZFAND2A,0.01596463,-0.203237272,0.139,0.167,1,notDE
RPS6KA4,0.015992097,-0.068950214,0.067,0.089,1,notDE
PLCXD2,0.016005294,0.070296808,0.12,0.098,1,notDE
ZSWIM6,0.016008776,-0.062798858,0.027,0.042,1,notDE
CTSB,0.016042472,0.098031762,0.212,0.186,1,notDE
ZNF84,0.016046146,-0.077120258,0.063,0.085,1,notDE
CROT,0.016052977,0.048289587,0.03,0.019,1,notDE
MAP3K7CL,0.016084103,0.023931171,0.009,0.004,1,notDE
ETHE1,0.016099068,-0.101260447,0.148,0.178,1,notDE
PPWD1,0.016132306,-0.089761963,0.113,0.141,1,notDE
UVSSA,0.016201982,0.057123811,0.034,0.023,1,notDE
RER1,0.016212908,0.088697767,0.426,0.396,1,notDE
AL117381.1,0.016241508,0.018128058,0.009,0.004,1,notDE
GLUL,0.016257054,-0.138375935,0.11,0.135,1,notDE
SRSF8,0.016307454,-0.11036152,0.174,0.204,1,notDE
WDR55,0.016328003,-0.093320656,0.096,0.122,1,notDE
LEPROT,0.016328112,0.101882281,0.141,0.118,1,notDE
GCHFR,0.016345212,0.063031014,0.193,0.162,1,notDE
CTNNA1,0.016350014,-0.105828585,0.096,0.121,1,notDE
DCP2,0.01636349,-0.092422895,0.135,0.165,1,notDE
USP10,0.016406188,-0.089614448,0.173,0.208,1,notDE
DHRS4,0.016416539,0.098313437,0.126,0.104,1,notDE
ZMYM2,0.01646067,-0.113066819,0.167,0.197,1,notDE
EXOSC2,0.016464563,-0.054656531,0.045,0.064,1,notDE
NDUFV2,0.016510373,0.05355179,0.637,0.601,1,notDE
HRH2,0.016511628,-0.018071007,0,0.005,1,notDE
TSIX,0.016511628,-0.02012551,0,0.005,1,notDE
SQOR,0.01651516,0.071977357,0.082,0.063,1,notDE
DDX54,0.016532601,-0.094965451,0.201,0.236,1,notDE
DKC1,0.016536432,-0.099576027,0.166,0.198,1,notDE
KCNAB2,0.016552242,-0.087444527,0.159,0.189,1,notDE
LLPH,0.01657123,-0.08348966,0.071,0.093,1,notDE
HPS3,0.016574825,0.068749666,0.096,0.075,1,notDE
RPL22L1,0.01658207,-0.207141058,0.347,0.376,1,notDE
TPM1,0.016642065,0.047177698,0.035,0.023,1,notDE
NUP35,0.01669494,-0.052321893,0.035,0.053,1,notDE
DVL2,0.016737878,-0.087080203,0.071,0.093,1,notDE
ARRB2,0.016742215,-0.143101628,0.373,0.408,1,notDE
TAF2,0.01675177,-0.062736999,0.071,0.095,1,notDE
KMT2B,0.016760882,-0.084054052,0.079,0.103,1,notDE
DNAJC7,0.01679648,-0.111641905,0.258,0.293,1,notDE
CENPT,0.016841707,0.091719033,0.142,0.118,1,notDE
IPCEF1,0.016911382,0.104656009,0.147,0.123,1,notDE
SLAMF6,0.016911621,0.100921181,0.158,0.135,1,notDE
IPO5,0.016928642,-0.088617704,0.106,0.132,1,notDE
TMEM263,0.016945678,-0.093974576,0.089,0.114,1,notDE
SNHG21,0.0169886,-0.055306381,0.019,0.033,1,notDE
PEPD,0.016993386,0.087678793,0.161,0.137,1,notDE
DAXX,0.016993492,-0.097615374,0.116,0.143,1,notDE
SDHAF3,0.017006687,0.046650938,0.058,0.042,1,notDE
MLF1,0.017030127,-0.098848713,0.016,0.028,1,notDE
CD86,0.017066613,-0.061472227,0.008,0.018,1,notDE
AC137767.1,0.01707199,0.045958653,0.035,0.023,1,notDE
GCSH,0.017097535,0.030145821,0.026,0.016,1,notDE
ZNF266,0.017176286,-0.068299472,0.074,0.098,1,notDE
FAM217B,0.017200737,0.065409975,0.079,0.061,1,notDE
AP005329.1,0.017217408,-0.027110385,0.003,0.01,1,notDE
AF213884.3,0.017261359,0.023229232,0.019,0.011,1,notDE
Sep 11,0.017290271,-0.100683905,0.086,0.11,1,notDE
ASPHD2,0.017390722,-0.034482259,0.006,0.016,1,notDE
MUS81,0.017393048,-0.082307875,0.099,0.125,1,notDE
SAAL1,0.017442635,-0.055694601,0.039,0.057,1,notDE
NAB2,0.017451705,-0.072236588,0.056,0.076,1,notDE
DDX23,0.017463031,-0.097005211,0.147,0.177,1,notDE
CDKL5,0.01747091,0.033962932,0.019,0.011,1,notDE
TRAV2,0.017503745,-0.076708045,0.009,0.02,1,notDE
PABPC1L,0.017557481,-0.04633824,0.014,0.026,1,notDE
MYO6,0.017587283,0.051431001,0.05,0.036,1,notDE
AUTS2,0.017607882,-0.142132276,0.096,0.119,1,notDE
AC234582.1,0.017612124,-0.024262604,0,0.005,1,notDE
VPS29,0.017613043,0.092741619,0.325,0.297,1,notDE
CLECL1,0.01761527,-0.066008075,0.038,0.055,1,notDE
ITGA6,0.017619236,0.031903528,0.02,0.012,1,notDE
WDR81,0.017626204,-0.054505911,0.013,0.024,1,notDE
CASZ1,0.017629675,-0.085048016,0.042,0.059,1,notDE
ITGA4,0.017644841,0.054406007,0.359,0.318,1,notDE
PLRG1,0.017647404,-0.089546529,0.15,0.18,1,notDE
ALDH5A1,0.01765198,0.037660565,0.019,0.011,1,notDE
OSBPL2,0.017722974,-0.08436329,0.08,0.103,1,notDE
RCL1,0.017782214,-0.07586962,0.053,0.072,1,notDE
FAM133B,0.017790845,-0.113402731,0.232,0.268,1,notDE
CPNE8,0.017830512,0.019802605,0.014,0.007,1,notDE
CD70,0.017841317,-0.177741176,0.094,0.117,1,notDE
ZNF800,0.017873681,-0.119625415,0.224,0.257,1,notDE
REV3L,0.017903706,-0.110130267,0.075,0.097,1,notDE
RPL22,0.01790931,0.036261148,0.955,0.933,1,notDE
UPF2,0.017914857,-0.078992543,0.184,0.219,1,notDE
PCNX4,0.017934555,-0.075816233,0.072,0.095,1,notDE
CERS5,0.017945341,-0.070166076,0.099,0.126,1,notDE
SERTAD2,0.017950842,-0.086327089,0.039,0.056,1,notDE
AC092343.1,0.017960284,-0.025438145,0.001,0.007,1,notDE
SARNP,0.018001898,-0.060603327,0.035,0.052,1,notDE
TIMP2,0.018008018,-0.026312816,0.001,0.007,1,notDE
GPR35,0.018116393,-0.051282953,0.009,0.019,1,notDE
KLF5,0.018127504,0.022589854,0.012,0.006,1,notDE
MAP1LC3B2,0.01817589,-0.041920628,0.014,0.026,1,notDE
ENDOG,0.018188838,-0.060609243,0.018,0.03,1,notDE
RAVER1,0.018208373,-0.070648791,0.059,0.08,1,notDE
SEC61A1,0.018211634,-0.100409885,0.199,0.233,1,notDE
UPRT,0.018219025,-0.064531717,0.036,0.053,1,notDE
KIAA0100,0.018220161,-0.090098489,0.085,0.109,1,notDE
LY9,0.018232895,0.076374862,0.178,0.15,1,notDE
PPFIA1,0.018235264,-0.081413914,0.057,0.076,1,notDE
PARL,0.018402622,-0.038635023,0.006,0.014,1,notDE
SLC1A1,0.01854852,-0.038375869,0.005,0.013,1,notDE
GK,0.018564525,-0.113906719,0.05,0.069,1,notDE
AAR2,0.018566425,-0.073985727,0.079,0.102,1,notDE
CERNA1,0.018579151,0.034998383,0.026,0.016,1,notDE
FOXP3,0.01859001,-0.096700718,0.007,0.017,1,notDE
STRAP,0.018603707,-0.123184747,0.356,0.393,1,notDE
PATL1,0.018637257,-0.09888042,0.112,0.138,1,notDE
GADD45A,0.018639897,-0.08467273,0.047,0.066,1,notDE
RBM5,0.018661209,-0.12390695,0.143,0.171,1,notDE
SRP14,0.018680781,-0.081450695,0.906,0.894,1,notDE
LCLAT1,0.018688417,-0.073537357,0.038,0.055,1,notDE
FCRL6,0.018697974,0.01312306,0.005,0.001,1,notDE
CAMK1,0.01870553,-0.033923969,0.006,0.014,1,notDE
ANKRD26,0.018721527,0.064431616,0.063,0.047,1,notDE
RBKS,0.018733162,-0.144925629,0.045,0.062,1,notDE
LINC01135,0.018748228,0.012072138,0.005,0.001,1,notDE
HLA-DRB1,0.018756779,-0.131888986,0.353,0.377,1,notDE
SRSF4,0.018762765,-0.118547743,0.382,0.422,1,notDE
AC025164.1,0.018781502,-0.084396936,0.05,0.069,1,notDE
STT3A,0.018820505,-0.078084168,0.101,0.127,1,notDE
BAZ2B,0.018845611,0.065302834,0.06,0.045,1,notDE
CCDC22,0.018881588,-0.078487236,0.081,0.104,1,notDE
C4orf33,0.018904021,0.037217326,0.024,0.015,1,notDE
DPF2,0.018913566,-0.11738746,0.211,0.244,1,notDE
SMIM10L1,0.01895911,-0.087716159,0.141,0.171,1,notDE
ZDHHC5,0.019074635,-0.07857334,0.066,0.087,1,notDE
MAP4K1,0.019144209,0.057248398,0.166,0.14,1,notDE
ATR,0.019165128,0.082001018,0.095,0.076,1,notDE
ADIPOR1,0.019166119,-0.104201496,0.311,0.352,1,notDE
SNX3,0.01918092,0.065658282,0.383,0.351,1,notDE
CROCC,0.01920122,0.068952583,0.061,0.046,1,notDE
KIAA0319L,0.019219464,0.050727442,0.149,0.123,1,notDE
GON7,0.019225167,-0.070778439,0.079,0.102,1,notDE
MAIP1,0.01927721,-0.070695264,0.047,0.066,1,notDE
TNF,0.019298316,-0.497797119,0.085,0.107,1,notDE
POU3F1,0.019314184,0.031261132,0.009,0.004,1,notDE
PXN-AS1,0.019351349,0.02701908,0.015,0.008,1,notDE
KXD1,0.019392104,-0.11229613,0.253,0.287,1,notDE
OVCH1-AS1,0.01940041,-0.05205636,0.013,0.024,1,notDE
MRPS18A,0.01941861,-0.073450881,0.137,0.168,1,notDE
CCDC157,0.019431123,-0.046006618,0.011,0.022,1,notDE
DGKA,0.019478187,0.089255876,0.171,0.146,1,notDE
PIAS4,0.019570259,-0.091477288,0.095,0.118,1,notDE
CYP4F22,0.019586352,-0.029408529,0.002,0.008,1,notDE
ZNF74,0.019621558,0.035785489,0.025,0.016,1,notDE
BLOC1S2,0.019622148,-0.108180728,0.234,0.267,1,notDE
SMU1,0.019630504,-0.086556931,0.187,0.22,1,notDE
WDR75,0.019631417,-0.064899873,0.06,0.081,1,notDE
ATP6V0D1,0.019706163,-0.105854582,0.262,0.295,1,notDE
BSCL2,0.019725149,0.077275204,0.074,0.057,1,notDE
OXNAD1,0.019743781,-0.083166961,0.071,0.093,1,notDE
PDK1,0.019784405,-0.040629311,0.031,0.047,1,notDE
PFDN4,0.019824602,-0.084275805,0.212,0.245,1,notDE
VAC14,0.019838449,-0.064464492,0.058,0.078,1,notDE
ABCA2,0.019846775,-0.050179423,0.01,0.02,1,notDE
RTRAF,0.019926905,-0.111516369,0.511,0.537,1,notDE
PSMG4,0.019948712,0.087042602,0.157,0.135,1,notDE
LINC01006,0.019979552,-0.037745141,0.006,0.015,1,notDE
NUP50,0.02000263,-0.098992362,0.141,0.169,1,notDE
OMA1,0.020011216,0.054370418,0.045,0.032,1,notDE
WASHC4,0.020044866,0.082017457,0.174,0.148,1,notDE
TP53I3,0.020045471,-0.017652017,0,0.005,1,notDE
AL606807.1,0.020045471,-0.018931036,0,0.005,1,notDE
SCLY,0.0200725,-0.052737234,0.02,0.034,1,notDE
NMD3,0.020085657,-0.091934964,0.079,0.101,1,notDE
DDX5,0.020103436,-0.120072254,0.902,0.907,1,notDE
ZNF398,0.020142043,-0.071295094,0.031,0.046,1,notDE
NLE1,0.020155482,-0.052219744,0.032,0.048,1,notDE
ZBED5,0.020208618,-0.081958117,0.046,0.064,1,notDE
TCERG1,0.02027476,-0.128308566,0.205,0.236,1,notDE
PBXIP1,0.020311974,-0.171258807,0.455,0.478,1,notDE
HDHD3,0.020339317,0.074077931,0.105,0.085,1,notDE
EGR4,0.020410746,-0.04317727,0.001,0.007,1,notDE
MAPKAPK5,0.020483757,-0.099586028,0.118,0.144,1,notDE
MSANTD1,0.020488642,0.012257967,0.003,0.001,1,notDE
AP002986.1,0.020499925,0.008491653,0.003,0.001,1,notDE
LRWD1,0.020499998,-0.08186328,0.078,0.101,1,notDE
TP53RK,0.020507579,-0.078894478,0.106,0.131,1,notDE
RAB40B,0.020509156,-0.033687367,0.005,0.013,1,notDE
PZP,0.020511213,0.009125366,0.003,0.001,1,notDE
ACE,0.020511213,0.008423234,0.003,0.001,1,notDE
MRPS34,0.020512692,0.074804015,0.368,0.336,1,notDE
WBP2,0.020528294,-0.090557705,0.377,0.421,1,notDE
ABHD4,0.020550164,-0.08737878,0.039,0.055,1,notDE
NOL3,0.02055642,0.00621523,0.003,0.001,1,notDE
MAPRE3,0.020572141,-0.048573354,0.007,0.017,1,notDE
SPOCK2,0.020671629,-0.177612588,0.555,0.561,1,notDE
RFX7,0.0206862,-0.056759207,0.019,0.032,1,notDE
LSM2,0.020706557,0.077188453,0.312,0.284,1,notDE
SLC4A7,0.020732581,0.075449485,0.245,0.216,1,notDE
AARS,0.02073671,-0.073700483,0.134,0.162,1,notDE
ODF3B,0.020763275,0.074834225,0.07,0.053,1,notDE
TRAV22,0.020792061,0.058962962,0.024,0.015,1,notDE
GNGT2,0.020820268,0.063077856,0.037,0.025,1,notDE
AL162377.1,0.020864991,-0.026966546,0.008,0.018,1,notDE
CSNK2A1,0.020907902,-0.098896948,0.119,0.145,1,notDE
TP53INP2,0.020919208,-0.053281605,0.011,0.022,1,notDE
GON4L,0.020927365,-0.108788033,0.244,0.276,1,notDE
NBPF10,0.020942043,-0.053249582,0.022,0.036,1,notDE
FAM50A,0.020946353,-0.12701701,0.255,0.288,1,notDE
ATP5PD,0.021068864,0.07804415,0.5,0.469,1,notDE
PTPA,0.021091408,-0.086704793,0.089,0.113,1,notDE
GIGYF2,0.021111852,-0.064339888,0.126,0.155,1,notDE
MLEC,0.021142179,-0.086828067,0.177,0.208,1,notDE
PRR3,0.021170491,-0.062831427,0.038,0.055,1,notDE
C12orf66,0.021201377,0.036014125,0.028,0.018,1,notDE
TMEM41B,0.021283243,-0.088905337,0.072,0.094,1,notDE
EXOSC9,0.021296854,0.085370249,0.177,0.153,1,notDE
SC5D,0.021313242,-0.089312148,0.057,0.076,1,notDE
SAE1,0.021350014,-0.085796469,0.144,0.173,1,notDE
SLC19A1,0.021357461,-0.0351291,0.013,0.024,1,notDE
SDHB,0.021378203,-0.099742144,0.279,0.319,1,notDE
RCOR1,0.021387323,-0.053858233,0.019,0.031,1,notDE
ZDHHC13,0.021387351,0.067493934,0.063,0.048,1,notDE
HIST1H4F,0.021389624,-0.025337638,0,0.005,1,notDE
PPP1R2C,0.021389624,-0.038588315,0,0.005,1,notDE
RAB12,0.021389624,-0.019684044,0,0.005,1,notDE
SYT5,0.021389624,-0.026056588,0,0.005,1,notDE
CTDSP2,0.021438476,0.067046096,0.169,0.143,1,notDE
TBX21,0.021447116,-0.098004237,0.103,0.127,1,notDE
C1QC,0.021481577,0.013613056,0.004,0.001,1,notDE
IGHV4-34,0.021491006,0.077552281,0.004,0.001,1,notDE
GATM,0.021509875,0.009495175,0.004,0.001,1,notDE
GNA13,0.021532253,-0.093162654,0.143,0.172,1,notDE
THNSL1,0.021569533,-0.027025621,0.003,0.01,1,notDE
AL359198.1,0.021576029,0.009614329,0.004,0.001,1,notDE
NDUFV2-AS1,0.021656683,-0.059912805,0.038,0.055,1,notDE
IFFO2,0.021658705,-0.041554677,0.01,0.02,1,notDE
FRY,0.021661344,0.006115329,0.004,0.001,1,notDE
BRD1,0.021676854,-0.080374497,0.056,0.075,1,notDE
ALS2CL,0.021680342,0.006817865,0.004,0.001,1,notDE
CEP44,0.021762219,-0.056946662,0.018,0.03,1,notDE
